Country,year,Urban population growth (annual %),Rural population growth (annual %),Mobile cellular subscriptions (per 100 people),Fixed broadband subscriptions (per 100 people),"Foreign direct investment, net inflows (% of GDP)","GNI per capita, Atlas method (current US$)","Primary education, duration (years)","Inflation, consumer prices (annual %)",Access to electricity (% of population),People using at least basic drinking water services (% of population),Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,suicides_no,suicides/100k pop,gdp_per_capita ($),sex,age,generation
Georgia,2006,0.15084803514687,-1.40610022256129,38.38540033,0.6082593510000001,15.123741349286098,1910.0,6.0,9.16096508394495,99.0796051025391,90.3775899150906,3.675,8.993,0.647,65.12,0.5529999999999999,-0.267,0.752,6.0,1.9591666666666665,1859.0,0.0,2.0,0.0
Georgia,2007,0.192552045667768,-1.36634171367817,59.21178171,1.064448866,18.480713913025102,2380.0,6.0,9.24489745592402,99.1549224853516,90.6921236443808,3.707,9.117,0.5479999999999999,65.04,0.46399999999999997,-0.267,0.6970000000000001,8.666666666666666,3.0491666666666677,2448.0,1.0,3.0,3.0
Georgia,2009,-0.187640081602738,-1.7429393999554699,66.16607148,3.4983823480000003,6.11338993067298,2930.0,6.0,1.72751461137912,99.3637313842774,91.3264479989562,3.801,9.116,0.544,64.88,0.495,-0.233,0.535,15.666666666666666,5.421666666666666,2589.0,0.0,3.0,3.0
Georgia,2010,-0.0338040788243874,-1.59159835739537,94.01135866,4.311120385,7.7361808028703996,3110.0,6.0,7.110178974860981,99.49563598632808,91.65230452912078,4.102,9.184,0.54,64.8,0.5579999999999999,-0.248,0.46,9.333333333333334,2.8608333333333333,2775.0,0.0,3.0,3.0
Georgia,2011,-0.11309610686144099,-1.6695046547008798,106.2112707,5.957534133999999,8.07824769594916,3400.0,6.0,8.54293333333334,99.6403350830078,91.9767783195774,4.203,9.263,0.503,64.86,0.632,-0.255,0.353,8.25,3.025833333333333,3435.0,1.0,3.0,3.0
Georgia,2012,-0.0521900797364174,-1.6115246617516599,114.3842118,11.27272825,5.95020008541329,3970.0,6.0,-0.943658853270966,100.0,92.2996010664262,4.254,9.332,0.5329999999999999,64.92,0.659,-0.26899999999999996,0.321,8.666666666666666,2.9066666666666667,3772.0,1.0,3.0,3.0
Georgia,2013,0.375199996686463,-1.17900661768267,123.4115193,12.77663122,6.3693714813726,4300.0,6.0,-0.5120584109471179,99.89849853515629,92.62103070165821,4.349,9.371,0.5589999999999999,64.98,0.722,-0.254,0.349,13.083333333333334,4.630833333333333,3850.0,0.0,1.0,4.0
Georgia,2014,0.718598582760596,-0.838876894745437,135.27800449999998,15.04944712,11.011245738392,4500.0,6.0,3.06881210379542,100.0,92.94232767961529,4.288,9.414,0.5579999999999999,65.04,0.72,-0.233,0.41600000000000004,16.166666666666668,6.207499999999999,4757.0,1.0,3.0,3.0
Georgia,2015,0.822919001311653,-0.733936139374916,140.47061340000002,16.77484434,11.855868387739902,4110.0,6.0,4.00357820695098,99.99349975585942,93.2635269362499,4.122,9.442,0.517,65.1,0.64,-0.205,0.502,16.0,7.0566666666666675,4046.0,0.0,3.0,3.0
Germany,2005,0.208115300433845,-0.89009829883984,97.06110232,13.20758788,2.09182725219459,35880.0,4.0,1.54690965159041,100.0,100.0,6.62,10.689,0.963,70.2,0.847,-0.026999999999999996,0.7809999999999999,855.8333333333334,13.457499999999998,36289.0,0.0,3.0,4.0
Germany,2007,0.127167671405373,-0.9726249364179631,118.3029902,24.28118735,1.4780737607963201,40700.0,4.0,2.29834179696226,100.0,100.0,6.417000000000001,10.759,0.9259999999999999,70.48,0.8009999999999999,0.16699999999999998,0.792,784.0833333333334,12.21,43667.0,0.0,3.0,3.0
Germany,2008,0.0674524949232638,-1.02760728004144,130.06512659999999,27.99195335,0.8241749023660551,43870.0,4.0,2.62838174873985,100.0,100.0,6.522,10.77,0.9229999999999999,70.62,0.7659999999999999,0.147,0.758,788.25,12.12666666666667,47702.0,0.0,3.0,3.0
Germany,2009,0.0022472620083385103,-1.09361469759633,129.6846864,30.83358402,1.6579456505943702,43810.0,4.0,0.31273762987172,100.0,100.0,6.641,10.714,0.935,70.76,0.8440000000000001,0.127,0.69,798.25,12.12666666666667,43570.0,0.0,3.0,3.0
Germany,2010,0.10048193447222699,-0.9962105901499041,109.2777489,32.34071269,2.51832904634623,44790.0,4.0,1.1038091611581202,100.0,100.0,6.725,10.755999999999998,0.9390000000000001,70.9,0.843,0.095,0.688,835.8333333333334,12.680833333333334,43614.0,0.0,3.0,3.0
Germany,2011,-1.6019723147293898,-2.6995150155123597,112.3137649,33.678185600000006,2.5941606730284,47360.0,4.0,2.07517452479837,100.0,100.0,6.621,10.812999999999999,0.9470000000000001,70.98,0.9059999999999999,0.033,0.677,846.0833333333334,12.735,47947.0,0.0,3.0,3.0
Germany,2012,0.200687484378332,0.143933886234076,113.9808799,34.48624747,1.84719447462816,46710.0,4.0,2.0084909216701,100.0,100.0,6.702000000000001,10.815999999999999,0.9259999999999999,71.06,0.904,0.071,0.679,824.6666666666666,12.359166666666665,45142.0,0.0,3.0,3.0
Germany,2013,0.285857246854236,0.229090401386349,123.09583329999998,35.24507723,1.7963313056156698,47410.0,4.0,1.5047209800535,100.0,100.0,6.965,10.817,0.9309999999999999,71.14,0.894,0.024,0.5660000000000001,840.9166666666666,12.756666666666668,48563.0,1.0,3.0,3.0
Germany,2014,0.429833546326634,0.37304552347498,122.1381952,36.29027045,0.507303019702344,47820.0,4.0,0.906797948515676,100.0,100.0,6.984,10.835,0.938,71.22,0.899,0.08800000000000001,0.474,851.4166666666666,12.75333333333333,50167.0,0.0,3.0,3.0
Germany,2015,0.87865693932128,0.8218523100204108,117.93245320000001,37.58200947,1.60045869934949,46020.0,4.0,0.51442053951781,100.0,100.0,7.037000000000001,10.844000000000001,0.9259999999999999,71.3,0.889,0.17800000000000002,0.41200000000000003,840.6666666666666,12.528333333333334,43201.0,1.0,3.0,3.0
Greece,2005,0.80359672232117,-1.1793220126656698,90.79029102,1.4167782480000002,0.278453410719437,22760.0,6.0,3.5450735403639704,100.0,99.6586719374139,6.006,10.462,0.8370000000000001,70.5,0.7340000000000001,0.0050000000000000044,0.861,33.333333333333336,3.8775,23414.0,0.0,3.0,4.0
Greece,2007,0.750673416564129,-1.23404623709694,108.0311332,8.940200407999999,0.614657039134031,26350.0,6.0,2.8950014748957904,100.0,99.7619296107122,6.647,10.543,0.8079999999999999,70.9,0.575,-0.19,0.845,27.333333333333332,2.825833333333333,29896.0,0.0,3.0,3.0
Greece,2009,0.7435522674524109,-1.23802297814255,116.1769733,16.74815455,0.8371468700877019,29330.0,6.0,1.21008451783419,100.0,99.8605344941316,6.039,10.491,0.7929999999999999,71.3,0.44299999999999995,-0.293,0.9590000000000001,32.583333333333336,3.414166666666667,30785.0,1.0,3.0,3.0
Greece,2010,0.601864644518792,-1.3781684207947902,107.39743689999999,19.68069208,0.178275809083216,27660.0,6.0,4.71297286203605,100.0,99.90812860952428,5.84,10.433,0.868,71.5,0.484,-0.303,0.9540000000000001,31.416666666666668,3.325000000000001,27886.0,1.0,3.0,3.0
Greece,2011,0.31890146437525,-1.66524140669779,106.17343989999999,21.5733526,0.37946497156315995,24930.0,6.0,3.3298640617472004,100.0,99.9546125047578,5.372000000000001,10.339,0.852,71.56,0.528,-0.316,0.941,39.75,4.056666666666666,26825.0,1.0,3.0,3.0
Greece,2012,-0.07867476103786,-2.0726958326923,117.41939029999999,23.63655523,0.677055667877697,23500.0,6.0,1.50152796054581,100.0,100.0,5.096,10.267999999999999,0.812,71.62,0.373,-0.305,0.9590000000000001,42.333333333333336,4.4433333333333325,23309.0,1.0,3.0,3.0
Greece,2013,-0.270332500569186,-2.2632537760024305,110.5760381,25.73194774,1.22796349475645,22540.0,6.0,-0.9221688070019541,100.0,100.0,4.72,10.243,0.687,71.68,0.426,-0.272,0.941,44.416666666666664,4.5925,22994.0,1.0,3.0,3.0
Greece,2014,-0.218532602651056,-2.2103312335303302,107.8108602,28.01729043,1.13774676869728,22180.0,6.0,-1.3112105013249398,100.0,100.0,4.756,10.257,0.8320000000000001,71.74,0.369,-0.28800000000000003,0.93,47.083333333333336,4.985000000000001,22834.0,0.0,3.0,3.0
Greece,2015,-0.21712848445539001,-2.21359977302991,112.0241848,30.65693808,0.645151037249321,20320.0,6.0,-1.7360367959808,100.0,100.0,5.622999999999999,10.259,0.835,71.8,0.532,-0.272,0.8240000000000001,44.083333333333336,4.671666666666666,18927.0,1.0,3.0,3.0
Guatemala,2006,2.90331943851215,1.71122446763349,53.58468846,0.29110977600000004,2.10146789630942,2160.0,6.0,6.56085282795383,83.730998,88.83910706951059,5.901,8.85,0.83,60.74,0.6629999999999999,0.172,0.706,24.833333333333332,3.4958333333333336,2653.0,1.0,3.0,4.0
Guatemala,2007,2.8677788356438,1.67242231893901,86.84171265,0.416049709,2.51867998379785,2370.0,6.0,6.82161753590322,80.57916259765629,89.3863393950948,6.33,8.891,0.866,61.08,0.628,0.136,0.81,27.25,3.355833333333333,2914.0,1.0,3.0,3.0
Guatemala,2008,2.8369108084596606,1.63829127872599,106.72746950000001,0.674693207,1.9191813068055001,2590.0,6.0,11.355761126315,81.7674865722656,89.9291092896184,6.414,8.904,0.866,61.42,0.63,0.20600000000000002,0.7959999999999999,41.0,4.5633333333333335,3252.0,0.0,5.0,5.0
Guatemala,2009,2.8073745774525,1.61736163588121,120.8941572,1.089674025,1.84568659645082,2620.0,6.0,1.85910254733027,82.9768371582031,90.46746245707409,6.452000000000001,8.891,0.8340000000000001,61.76,0.643,0.19699999999999998,0.755,42.583333333333336,4.7975,3053.0,0.0,5.0,5.0
Guatemala,2010,2.79068497871248,1.5932217557009598,123.4959332,1.77028447,2.04554533256533,2710.0,6.0,3.85950909833169,84.20420837402351,91.0012022229409,6.29,8.901,0.8590000000000001,62.1,0.696,0.166,0.795,29.333333333333332,2.9525,3260.0,0.0,5.0,5.0
Guatemala,2012,2.7440963861382097,1.54747074244605,136.12077649999998,1.835511572,2.5077932637427995,3100.0,6.0,3.78180754679685,86.7010116577148,92.0544648720644,5.856,8.935,0.802,62.82,0.865,0.02,0.821,35.0,3.483333333333334,3779.0,0.0,3.0,3.0
Guatemala,2013,2.73958499081945,1.49521665807048,139.2412094,2.26225416,2.5127447555002003,3320.0,6.0,4.34337131279513,87.9644317626953,92.57376785456499,5.985,8.953,0.83,63.18,0.884,0.045,0.8170000000000001,37.916666666666664,3.3908333333333336,3947.0,0.0,5.0,5.0
Guatemala,2014,2.7300397534018903,1.43789612890973,106.20622560000001,2.723850868,1.9852160510961598,3460.0,6.0,3.41836169662962,85.494371,93.08828829679409,6.5360000000000005,8.98,0.8340000000000001,63.54,0.843,0.10800000000000001,0.804,42.666666666666664,3.8233333333333337,4210.0,0.0,5.0,5.0
Guatemala,2015,2.7209416498187,1.3729159039913201,111.4995795,2.829404762,1.8434494190289599,3620.0,6.0,2.3887203283955203,90.5062942504883,93.5976974703343,6.465,9.003,0.823,63.9,0.8690000000000001,0.051,0.8220000000000001,41.166666666666664,3.7375000000000003,4472.0,1.0,3.0,3.0
Guyana,2007,-1.10154428765103,0.0981380547820194,72.04122647,0.315830714,8.75771248337657,1860.0,6.0,12.2001544446648,78.42820739746101,91.2583513822065,5.992999999999999,8.773,0.8490000000000001,57.26,0.6940000000000001,0.11,0.836,15.416666666666666,31.14583333333333,2602.0,1.0,3.0,3.0
Hungary,2005,0.510331493937622,-1.58363477569737,92.40105428,6.46102475,7.52451508756586,10440.0,4.0,3.5615171137835495,100.0,99.96636212915209,5.194,10.107999999999999,0.93,64.6,0.6970000000000001,-0.08499999999999999,0.903,218.25,29.33416666666666,11764.0,0.0,3.0,4.0
Hungary,2007,0.628309488410444,-1.7565426969791698,110.0364559,14.51044889,50.50475211697479,11820.0,4.0,7.95874516544909,100.0,99.9673805041401,4.954,10.152999999999999,0.9309999999999999,65.0,0.5379999999999999,-0.161,0.895,204.16666666666666,27.27666666666667,14609.0,0.0,3.0,3.0
Hungary,2009,0.603140958545005,-1.78080373906874,118.4109216,19.84872489,-2.27204382156171,13280.0,4.0,4.21171171171172,100.0,99.9683825991355,4.895,10.097000000000001,0.9009999999999999,65.4,0.46399999999999997,-0.125,0.915,205.0,25.89333333333333,13697.0,1.0,3.0,3.0
Hungary,2010,0.430609461286473,-1.6662769926069299,120.99130320000002,21.75116642,-15.989219545054901,13170.0,4.0,4.85555795691951,100.0,99.96887754379681,4.725,10.106,0.8959999999999999,65.6,0.514,-0.145,0.983,207.41666666666666,26.775833333333328,13761.0,0.0,3.0,3.0
Hungary,2011,0.363199418675683,-1.73158628832596,118.101597,23.36880509,7.46272610052029,13150.0,4.0,3.92992098935075,100.0,99.9693684210526,4.918,10.127,0.894,65.76,0.631,-0.08900000000000001,0.94,201.66666666666666,24.9875,14827.0,1.0,3.0,3.0
Hungary,2012,-0.0561159938072453,-1.5662661418380999,117.32315849999999,24.27671443,8.30530838174115,12970.0,4.0,5.652145170886509,100.0,99.96985423250351,4.683,10.117,0.9059999999999999,65.92,0.569,-0.136,0.93,195.75,25.496666666666666,13525.0,0.0,3.0,3.0
Hungary,2013,0.118529730670953,-1.18644490296473,117.7675557,26.38934119,-2.7896012866792703,13480.0,4.0,1.7331998498310701,100.0,99.9703299832635,4.914,10.14,0.877,66.08,0.674,-0.113,0.912,174.33333333333334,22.18583333333333,14333.0,1.0,3.0,3.0
Hungary,2014,0.121535685159276,-1.18543860610644,119.49547220000001,26.29622855,9.19911239227066,13540.0,4.0,-0.22756627098838397,100.0,99.9707966745902,5.181,10.183,0.845,66.24,0.494,-0.15,0.855,160.41666666666666,20.359166666666663,14886.0,0.0,3.0,3.0
Hungary,2015,0.150141441052492,-1.15904829607525,115.1143534,27.78837736,-4.48276966524053,13140.0,4.0,-0.0616446800641176,100.0,99.97125227404241,5.343999999999999,10.222999999999999,0.8590000000000001,66.4,0.5579999999999999,-0.198,0.9079999999999999,155.66666666666666,21.43916666666666,13087.0,0.0,3.0,3.0
Iceland,2008,1.9848302300049299,0.10499189663519198,108.3754712,34.10178716,6.81650867357551,50140.0,7.0,12.6943942775878,100.0,100.0,6.888,10.860999999999999,0.977,72.32,0.885,0.272,0.708,3.1666666666666665,11.340833333333334,59489.0,1.0,3.0,3.0
Iceland,2012,0.545808759140286,0.331837118870692,108.167704,34.84207099,6.95576226891478,40680.0,7.0,5.18589988750705,100.0,100.0,7.591,10.777000000000001,0.9790000000000001,72.76,0.905,0.24100000000000002,0.759,3.0833333333333335,12.117500000000001,48083.0,1.0,3.0,3.0
Iceland,2013,0.9812124999122142,0.427808139107839,108.93957420000001,35.91944445,2.94762234745246,46960.0,7.0,3.8722792374823998,100.0,100.0,7.501,10.809000000000001,0.9670000000000001,72.84,0.9229999999999999,0.306,0.713,4.083333333333333,18.436666666666667,51749.0,1.0,3.0,3.0
Iceland,2015,1.0771607829557601,0.519556660148664,116.2534861,37.68013251,6.606068293814699,50150.0,7.0,1.63305558181333,100.0,100.0,7.497999999999999,10.854000000000001,0.98,73.0,0.94,0.301,0.639,3.3333333333333335,11.720833333333333,54909.0,1.0,5.0,5.0
Ireland,2006,3.1266651217080295,2.03341122091489,108.98749120000001,13.05256113,9.51413716888,48110.0,8.0,3.9316398954053198,100.0,97.29265708732599,7.144,10.972000000000001,0.9670000000000001,70.14,0.943,0.242,0.473,37.666666666666664,10.538333333333334,58941.0,1.0,3.0,4.0
Ireland,2008,2.36800384846691,1.5227772210330301,112.4407379,19.85132715,8.45704371755543,51070.0,8.0,4.06030495117353,100.0,97.6984742188402,7.568,10.929,0.983,70.82,0.894,0.322,0.48700000000000004,42.166666666666664,10.796666666666665,67173.0,0.0,3.0,3.0
Ireland,2009,1.3438855334909499,0.497045373350956,102.98667009999998,21.37406569,22.8238158304099,46910.0,8.0,-4.478103391504769,100.0,97.9017924957337,7.046,10.866,0.9590000000000001,71.16,0.835,0.315,0.58,43.916666666666664,11.052500000000002,57390.0,0.0,3.0,3.0
Ireland,2010,0.8703998995642049,0.0261760026860715,101.6111338,22.04408627,17.000383294707998,44960.0,8.0,-0.9220958290244691,100.0,98.1053756784395,7.257000000000001,10.879000000000001,0.973,71.5,0.856,0.348,0.618,40.5,10.025,52042.0,1.0,3.0,3.0
Ireland,2011,0.760495841159739,-0.0852825485168318,105.22828670000001,22.96531598,9.94710006381324,42880.0,8.0,2.5571888318692,100.0,98.3092237669577,7.007000000000001,10.878,0.977,71.6,0.9520000000000001,0.38299999999999995,0.59,46.166666666666664,11.548333333333332,56655.0,1.0,3.0,3.0
Ireland,2012,0.747174720500851,-0.100435696057477,107.1729501,23.77200057,18.194770891685604,41060.0,8.0,1.69620897294545,100.0,98.51332378659929,6.965,10.876,0.9620000000000001,71.7,0.902,0.302,0.573,45.166666666666664,11.471666666666666,53443.0,0.0,3.0,3.0
Ireland,2013,0.8473174136974201,0.00228504835744064,104.24661259999999,25.39983729,20.9134231627144,43530.0,8.0,0.508714869485436,100.0,98.71767609260559,6.76,10.884,0.955,71.8,0.884,0.331,0.5579999999999999,40.583333333333336,9.784166666666666,56628.0,0.0,3.0,3.0
Ireland,2014,1.0507077803888198,0.20401561018478898,104.828345,26.86011087,33.4870995191665,46480.0,8.0,0.18254231662794898,100.0,98.92229401490641,7.018,10.959000000000001,0.968,71.9,0.922,0.264,0.406,40.5,9.973333333333333,59634.0,0.0,3.0,3.0
Israel,2006,1.83552075799557,1.0342529951044899,124.4041822,21.03561236,9.34973586851085,22260.0,6.0,2.11683289232647,100.0,100.0,7.172999999999999,10.389000000000001,0.927,71.12,0.8170000000000001,0.11649999999999998,0.905,30.583333333333332,6.71,24306.0,1.0,3.0,4.0
Israel,2007,1.8426875441726203,1.04899434155185,128.59172420000002,22.07958328,4.92320608348562,23900.0,6.0,0.468407414789721,100.0,100.0,6.841,10.427999999999999,0.868,71.44,0.6829999999999999,0.21899999999999997,0.868,27.166666666666668,6.139166666666665,27712.0,0.0,3.0,3.0
Israel,2008,1.8431310987376002,1.04404061377308,126.5532074,23.72696519,4.76009225326625,26100.0,6.0,4.59279833349866,100.0,100.0,7.261,10.44,0.8590000000000001,71.76,0.6629999999999999,0.139,0.898,29.5,7.2775000000000025,32874.0,1.0,3.0,3.0
Israel,2009,2.4566998320011697,1.65243283642012,124.1349799,23.70700182,2.2210558226263197,27300.0,6.0,3.32890743550834,100.0,100.0,7.353,10.425,0.937,72.08,0.593,0.172,0.9229999999999999,33.666666666666664,6.6933333333333325,30812.0,0.0,3.0,3.0
Israel,2010,1.89538675313443,1.05893989845196,122.69122409999999,23.72757512,2.98834520742979,29610.0,6.0,2.70766406608536,100.0,100.0,7.359,10.460999999999999,0.882,72.4,0.561,0.15,0.902,40.0,8.289166666666668,34104.0,1.0,3.0,3.0
Israel,2011,1.9199270945176297,1.03736231235281,121.5520506,24.82606826,3.30621743089158,31500.0,6.0,3.46738159070598,100.0,100.0,7.433,10.489,0.893,72.46,0.722,0.141,0.8909999999999999,34.083333333333336,7.284166666666668,37528.0,0.0,3.0,3.0
Israel,2012,1.9201257202618798,1.00391549940148,119.81912179999999,25.15876845,3.50272841310226,32220.0,6.0,1.68422870962172,100.0,100.0,7.111000000000001,10.493,0.903,72.52,0.6809999999999999,0.153,0.862,35.833333333333336,6.982499999999998,36263.0,0.0,3.0,3.0
Israel,2013,1.9432218377876003,0.9791467499884949,121.4662123,25.61019191,4.04289823204679,34330.0,6.0,1.57139216852117,100.0,100.0,7.321000000000001,10.515,0.909,72.58,0.7390000000000001,0.15,0.8490000000000001,31.0,6.184166666666667,40477.0,0.0,3.0,3.0
Israel,2014,1.9988351192842901,0.999253845504096,119.62733190000002,26.8342994,1.95119483652832,36030.0,6.0,0.48503094162903293,100.0,100.0,7.401,10.533,0.889,72.64,0.7070000000000001,0.094,0.818,31.833333333333332,5.938333333333335,41869.0,0.0,3.0,3.0
Israel,2015,2.06268495608919,1.02690838930089,131.0674983,26.94509685,3.77281265346967,36160.0,6.0,-0.632490013315584,100.0,100.0,7.079,10.536,0.8640000000000001,72.7,0.753,0.10800000000000001,0.789,28.5,5.4925,39793.0,0.0,3.0,3.0
Italy,2005,0.6657417274155529,0.126300744139529,121.58109909999999,11.60072434,1.98513205264069,32390.0,5.0,1.98529298527983,100.0,100.0,6.854,10.703,0.9279999999999999,71.9,0.802,0.032,0.9440000000000001,311.8333333333333,6.882499999999999,33536.0,0.0,3.0,4.0
Italy,2007,0.6786817195128361,0.13715722407018902,151.40058059999998,17.06546422,2.99526653830283,35820.0,5.0,1.829741122024,100.0,100.0,6.574,10.727,0.912,72.26,0.684,0.113,0.922,313.0833333333333,6.830000000000003,38935.0,0.0,3.0,3.0
Italy,2008,0.835914949481381,0.293337281257023,151.8275276,18.95094121,-0.397381531858354,37760.0,5.0,3.34783258401023,100.0,100.0,6.78,10.710999999999999,0.88,72.44,0.5429999999999999,0.049,0.946,325.3333333333333,6.807499999999998,41935.0,1.0,3.0,3.0
Italy,2009,0.6272927405753721,0.0882594824135688,150.9558833,20.26184029,0.7584992346905799,37690.0,5.0,0.7747681313873841,100.0,100.0,6.334,10.652000000000001,0.88,72.62,0.701,0.24,0.89,331.1666666666667,6.827499999999998,38101.0,0.0,3.0,3.0
Italy,2010,0.48043895051754604,-0.0642725027059403,156.8163246,21.92879679,0.46763305542093897,37690.0,5.0,1.5255160211824799,100.0,100.0,6.354,10.665999999999999,0.872,72.8,0.738,-0.06,0.9209999999999999,332.4166666666667,6.730833333333334,36869.0,0.0,3.0,3.0
Italy,2011,0.34306634501560906,-0.198103561162626,160.71122340000002,22.62169689,1.5131437652828799,37680.0,5.0,2.78063272879324,100.0,100.0,6.057,10.671,0.9129999999999999,72.84,0.568,-0.018000000000000002,0.9329999999999999,346.0833333333333,7.173333333333333,40210.0,0.0,3.0,3.0
Italy,2012,0.6195791502618779,-0.493917568905738,162.70280590000002,23.04114951,0.00167945477821086,36000.0,5.0,3.0413633322677303,100.0,100.0,5.8389999999999995,10.638,0.8690000000000001,72.88,0.57,0.113,0.9079999999999999,354.75,7.120833333333334,36497.0,1.0,3.0,3.0
Italy,2013,1.58783518674393,0.21277441028767,162.33677519999998,23.48490983,0.9167169282098871,35370.0,5.0,1.21999342274305,100.0,100.0,6.0089999999999995,10.607999999999999,0.9159999999999999,72.92,0.499,-0.102,0.943,357.5,7.071666666666666,37050.0,0.0,3.0,3.0
Italy,2014,1.34137129947699,-0.0315058750946158,150.8997247,24.13749394,0.791362330471584,34760.0,5.0,0.241047429826773,100.0,100.0,6.027,10.599,0.898,72.96,0.624,-0.065,0.92,345.5833333333333,6.844166666666669,37035.0,1.0,3.0,3.0
Italy,2015,0.325701454305887,-1.05447737580118,147.3697996,25.04053158,0.7258243521361492,32960.0,5.0,0.0387903996579552,100.0,100.0,5.848,10.607999999999999,0.909,73.0,0.575,-0.064,0.9129999999999999,332.3333333333333,6.5375000000000005,31537.0,0.0,3.0,3.0
Jamaica,2006,0.9204901447345629,0.169870092572612,82.40652485,2.472322544,7.0773736958844395,4070.0,6.0,8.52088543113828,89.3138961791992,91.7037201879928,6.207999999999999,9.225,0.909,64.9,0.738,-0.004,0.946,0.0,0.0,4738.0,1.0,5.0,5.0
Jamaica,2011,0.7824384596866691,0.0299228453180635,104.0962109,4.179865438999999,1.1985905397488201,4570.0,6.0,7.529692443338011,91.1,92.4523042597221,5.374,9.164,0.855,66.22,0.7959999999999999,-0.064,0.909,4.166666666666667,2.3216666666666668,5552.0,0.0,5.0,5.0
Japan,2005,1.5778406674816698,-9.10453057011848,75.18091196,18.15636088,0.11480855738200599,40560.0,6.0,-0.28294606876448697,100.0,98.5187898089172,6.516,10.529000000000002,0.9279999999999999,73.2,0.868,-0.11349999999999999,0.6990000000000001,2530.75,22.240833333333327,39412.0,0.0,3.0,4.0
Japan,2007,1.28800909827127,-8.201648896480691,83.52888241,22.02478325,0.47906837720254103,38740.0,6.0,0.0600394544986868,100.0,98.60414012738849,6.2379999999999995,10.558,0.938,73.44,0.7959999999999999,-0.09,0.809,2555.4166666666665,22.39666666666666,37408.0,0.0,3.0,3.0
Japan,2008,1.1282732314255,-8.3693625623917,85.87674815,23.42867365,0.488791042951298,38850.0,6.0,1.38007886164923,100.0,98.6468152866242,5.9110000000000005,10.546,0.887,73.56,0.772,-0.135,0.816,2506.0833333333335,22.11,41773.0,0.0,3.0,3.0
Japan,2009,0.9769490893727479,-8.492798524901849,90.45531626,25.56121724,0.23371395937295802,38800.0,6.0,-1.35283672951722,100.0,98.6894904458599,5.845,10.491,0.888,73.68,0.73,-0.21,0.74,2543.5833333333335,22.224166666666665,43415.0,0.0,3.0,3.0
Japan,2010,0.9283595327648572,-8.560655094034821,95.90457309,26.52763994,0.13054124919210303,43440.0,6.0,-0.719979429159149,100.0,98.7321656050956,6.057,10.532,0.902,73.8,0.772,-0.14,0.77,2450.9166666666665,21.29,47059.0,0.0,3.0,3.0
Japan,2011,0.097376604051583,-3.0222233128186806,103.31170990000001,27.77798776,-0.013816039260466999,46880.0,6.0,-0.267633600966946,100.0,98.7748407643312,6.263,10.532,0.917,73.98,0.8140000000000001,-0.052000000000000005,0.7340000000000001,2397.1666666666665,21.034166666666668,50919.0,0.0,3.0,3.0
Japan,2012,-0.0730009971601782,-1.0482042206653,109.89118870000001,28.13472113,0.008817409324687091,49480.0,6.0,-0.0519390581717368,100.0,98.81751592356692,5.968,10.549000000000001,0.905,74.16,0.753,-0.0995,0.6920000000000001,2194.8333333333335,19.475,51379.0,0.0,3.0,3.0
Japan,2013,-0.05873318012622299,-1.02933580263505,115.2554186,28.77235589,0.20653657910213602,48280.0,6.0,0.34644032565389804,100.0,98.8601910828026,5.959,10.57,0.924,74.34,0.821,-0.147,0.65,2165.9166666666665,19.263333333333335,42781.0,0.0,3.0,3.0
Japan,2014,-0.047229106454087004,-1.0256564703762,123.1687362,29.48508263,0.40722815234888504,43950.0,6.0,2.76195408251338,100.0,98.90286624203821,5.922999999999999,10.575,0.9,74.52,0.838,-0.139,0.617,2029.75,18.184166666666666,40328.0,0.0,3.0,3.0
Japan,2015,-0.0218270263170706,-0.9955315541575441,125.4618376,30.37514496,0.11950500566135,38880.0,6.0,0.7895178901394271,100.0,98.9455414012739,5.88,10.588,0.9229999999999999,74.7,0.8320000000000001,-0.155,0.654,1924.3333333333333,17.169999999999998,36510.0,0.0,3.0,3.0
Kazakhstan,2006,1.1868650154801799,0.8898563768459229,49.55583381,0.194380665,9.39605364941883,3860.0,4.0,8.72169386091733,99.766547651744,88.228919776008,5.476,9.804,0.872,58.2,0.731,-0.27399999999999997,0.865,339.6666666666667,31.227499999999996,5770.0,0.0,3.0,4.0
Kazakhstan,2007,1.27289717810776,0.9757596196650791,77.78801750000001,1.7067353140000001,11.419032820396302,4980.0,4.0,10.846836207555802,99.3341522216797,88.5746912009115,5.718999999999999,9.878,0.861,58.7,0.8059999999999999,-0.24600000000000002,0.865,345.0833333333333,31.30250000000001,7423.0,0.0,3.0,3.0
Kazakhstan,2008,1.34724373989212,1.04997785484964,93.18423221,2.107970064,12.603932459159601,6150.0,4.0,17.139899777207,99.41656494140629,88.9214735631427,5.886,9.898,0.8390000000000001,59.2,0.727,-0.221,0.899,333.0833333333333,30.57833333333333,9387.0,0.0,3.0,3.0
Kazakhstan,2009,2.7657053802348797,2.46834774280599,105.43146409999999,3.5673392560000003,12.380586215739,6780.0,4.0,7.31607858288585,100.0,89.2694337275898,5.382999999999999,9.884,0.893,59.7,0.856,-0.249,0.845,319.8333333333333,27.50583333333334,8024.0,0.0,3.0,3.0
